Date,Impressions Envoyees,Key
"24/03/2017";252;"393466-15"
"24/03/2017";654;"591326-15"
"24/03/2017";677;"591326-2"
"24/03/2017";687;"456346-10"
"24/03/2017";714;"4565"
"24/03/2017";751;"456346-57"
"24/03/2017";769;"529906-2"
"24/03/2017";772;"392430-57"
"24/03/2017";786;"523402-57"
"24/03/2017";857;"452900-57"
"24/03/2017";989;"393766-10"
"24/03/2017";1013;"13359"
"24/03/2017";1114;"4571"
"24/03/2017";1204;"393782-57"
"24/03/2017";1222;"393178-57"
"24/03/2017";1446;"529906-10"
"24/03/2017";1471;"452900-10"
"24/03/2017";1484;"477702-10"
"24/03/2017";1585;"477700-10"
"24/03/2017";1803;"393178-10"
"24/03/2017";1983;"477700-57"
"24/03/2017";2187;"392430-10"
"24/03/2017";2346;"497122-2"
"24/03/2017";2524;"393782-10"
"24/03/2017";2656;"392466-15"
"24/03/2017";2715;"393782-9"
"24/03/2017";2814;"394024-2"
"24/03/2017";2950;"4567"
"24/03/2017";2966;"389607"
"24/03/2017";3042;"388229"
"24/03/2017";3067;"393766-2"
"24/03/2017";3765;"1802"
"24/03/2017";4245;"389606"
"24/03/2017";4355;"388228"
"24/03/2017";5635;"393210-2"
"24/03/2017";5729;"471996-58"
"24/03/2017";6039;"529908-10"
"24/03/2017";6270;"394154-57"
"24/03/2017";6357;"392902-57"
"24/03/2017";7147;"2437"
"24/03/2017";7409;"392902-15"
"24/03/2017";7964;"529908-2"
"24/03/2017";8207;"477702-2"
"24/03/2017";9216;"393322-10"
"24/03/2017";10150;"394008-57"
"24/03/2017";10205;"471996-10"
"24/03/2017";10413;"392926-2"
"24/03/2017";11485;"460206-10"
"24/03/2017";12003;"490612-15"
"24/03/2017";13072;"394166-2"
"24/03/2017";13106;"393210-10"
"24/03/2017";14050;"393188-10"
"24/03/2017";14917;"413522-10"
"24/03/2017";14934;"471998-10"
"24/03/2017";15380;"393342-15"
"24/03/2017";15525;"471998-2"
"24/03/2017";16091;"393188-2"
"24/03/2017";17366;"394024-15"
"24/03/2017";18671;"1113"
"24/03/2017";20209;"460206-57"
"24/03/2017";20426;"473098-15"
"24/03/2017";20574;"394166-88"
"24/03/2017";20624;"497124-15"
"24/03/2017";24257;"394008-10"
"24/03/2017";35116;"1801"
"24/03/2017";39326;"395228-10"
"24/03/2017";39941;"395228-57"
"24/03/2017";829424;"-"
"25/03/2017";12;"391854-57"
"25/03/2017";22;"392892-10"
"25/03/2017";23;"393368-10"
"25/03/2017";24;"391890-15"
"25/03/2017";25;"391854-10"
"25/03/2017";25;"393368-57"
"25/03/2017";27;"523436-10"
"25/03/2017";27;"523438-2"
"25/03/2017";30;"523436-57"
"25/03/2017";41;"523404-2"
"25/03/2017";42;"523402-10"
"25/03/2017";57;"393466-15"
"25/03/2017";117;"523402-57"
"25/03/2017";141;"392880-10"
"25/03/2017";188;"395240-10"
"25/03/2017";215;"395240-57"
"25/03/2017";314;"8100"
"25/03/2017";372;"591326-15"
"25/03/2017";385;"456346-10"
"25/03/2017";397;"591326-2"
"25/03/2017";442;"456346-57"
"25/03/2017";548;"497122-2"
"25/03/2017";569;"13359"
"25/03/2017";637;"4565"
"25/03/2017";642;"393766-10"
"25/03/2017";762;"477702-10"
"25/03/2017";802;"452900-57"
"25/03/2017";809;"477700-10"
"25/03/2017";813;"477700-57"
"25/03/2017";849;"4571"
"25/03/2017";997;"393782-57"
"25/03/2017";1026;"393178-10"
"25/03/2017";1125;"529906-2"
"25/03/2017";1159;"393466-2"
"25/03/2017";1234;"452900-10"
"25/03/2017";1535;"392430-10"
"25/03/2017";1755;"529906-10"
"25/03/2017";1809;"392430-57"
"25/03/2017";1958;"394024-2"
"25/03/2017";1967;"1802"
"25/03/2017";2099;"393178-57"
"25/03/2017";2141;"393782-10"
"25/03/2017";2188;"392466-15"
"25/03/2017";2288;"393782-9"
"25/03/2017";2413;"4567"
"25/03/2017";2432;"393766-2"
"25/03/2017";3912;"393322-10"
"25/03/2017";3933;"393210-10"
"25/03/2017";4060;"393210-2"
"25/03/2017";4249;"393188-10"
"25/03/2017";4437;"529908-10"
"25/03/2017";4489;"477702-2"
"25/03/2017";5155;"392902-57"
"25/03/2017";5762;"471996-58"
"25/03/2017";6245;"392902-15"
"25/03/2017";6269;"529908-2"
"25/03/2017";6609;"2437"
"25/03/2017";7549;"393342-15"
"25/03/2017";7711;"460206-10"
"25/03/2017";8109;"394008-57"
"25/03/2017";8118;"392926-2"
"25/03/2017";8398;"394154-57"
"25/03/2017";8925;"490612-15"
"25/03/2017";9139;"393188-2"
"25/03/2017";9183;"471996-10"
"25/03/2017";10560;"497124-15"
"25/03/2017";12592;"394166-2"
"25/03/2017";12921;"394024-15"
"25/03/2017";13844;"460206-57"
"25/03/2017";14261;"413522-10"
"25/03/2017";14320;"473098-15"
"25/03/2017";15467;"471998-10"
"25/03/2017";16956;"471998-2"
"25/03/2017";17688;"394166-88"
"25/03/2017";18999;"394008-10"
"25/03/2017";19446;"1801"
"25/03/2017";20422;"1113"
"25/03/2017";22262;"395228-57"
"25/03/2017";26225;"395228-10"
"25/03/2017";769917;"-"
"26/03/2017";7;"391854-57"
"26/03/2017";12;"392892-10"
"26/03/2017";19;"391890-15"
"26/03/2017";20;"391854-10"
"26/03/2017";37;"393368-10"
"26/03/2017";39;"393368-57"
"26/03/2017";53;"523402-10"
"26/03/2017";94;"523402-57"
"26/03/2017";101;"523404-2"
"26/03/2017";105;"523438-2"
"26/03/2017";111;"523436-10"
"26/03/2017";120;"523436-57"
"26/03/2017";125;"392880-10"
"26/03/2017";132;"395240-10"
"26/03/2017";145;"395240-57"
"26/03/2017";163;"393466-15"
"26/03/2017";184;"393766-10"
"26/03/2017";203;"8100"
"26/03/2017";483;"13359"
"26/03/2017";551;"4565"
"26/03/2017";757;"452900-57"
"26/03/2017";765;"477700-57"
"26/03/2017";1002;"392430-10"
"26/03/2017";1111;"393766-2"
"26/03/2017";1115;"392430-57"
"26/03/2017";1136;"477702-10"
"26/03/2017";1146;"452900-10"
"26/03/2017";1247;"477700-10"
"26/03/2017";1272;"529906-2"
"26/03/2017";1340;"591326-15"
"26/03/2017";1359;"4571"
"26/03/2017";1398;"456346-10"
"26/03/2017";1417;"591326-2"
"26/03/2017";1513;"393178-57"
"26/03/2017";1518;"393782-57"
"26/03/2017";1558;"456346-57"
"26/03/2017";1641;"392466-15"
"26/03/2017";1750;"1802"
"26/03/2017";2042;"393466-2"
"26/03/2017";2116;"529906-10"
"26/03/2017";2144;"497122-2"
"26/03/2017";2188;"4567"
"26/03/2017";2420;"394024-2"
"26/03/2017";2549;"393782-10"
"26/03/2017";2649;"471996-58"
"26/03/2017";2778;"393782-9"
"26/03/2017";2887;"393178-10"
"26/03/2017";3673;"471996-10"
"26/03/2017";3764;"393210-2"
"26/03/2017";4761;"392902-57"
"26/03/2017";5140;"477702-2"
"26/03/2017";5172;"393322-10"
"26/03/2017";5739;"392902-15"
"26/03/2017";5943;"529908-10"
"26/03/2017";6889;"460206-10"
"26/03/2017";7549;"392926-2"
"26/03/2017";8046;"393188-2"
"26/03/2017";8340;"529908-2"
"26/03/2017";8771;"393342-15"
"26/03/2017";8811;"394008-57"
"26/03/2017";8859;"2437"
"26/03/2017";9564;"395228-57"
"26/03/2017";10191;"471998-10"
"26/03/2017";10838;"394154-57"
"26/03/2017";11348;"471998-2"
"26/03/2017";12106;"460206-57"
"26/03/2017";12681;"497124-15"
"26/03/2017";12860;"1113"
"26/03/2017";13148;"473098-15"
"26/03/2017";13231;"490612-15"
"26/03/2017";13623;"394024-15"
"26/03/2017";14735;"394166-2"
"26/03/2017";14929;"1801"
"26/03/2017";17030;"413522-10"
"26/03/2017";19299;"395228-10"
"26/03/2017";19468;"394008-10"
"26/03/2017";26055;"394166-88"
"26/03/2017";694700;"-"
"27/03/2017";6;"391854-57"
"27/03/2017";12;"391854-10"
"27/03/2017";12;"391890-15"
"27/03/2017";24;"393368-10"
"27/03/2017";24;"393368-57"
"27/03/2017";33;"392892-10"
"27/03/2017";57;"523438-2"
"27/03/2017";58;"523436-10"
"27/03/2017";61;"523436-57"
"27/03/2017";103;"523404-2"
"27/03/2017";118;"392880-10"
"27/03/2017";160;"523402-10"
"27/03/2017";217;"393466-15"
"27/03/2017";294;"395240-10"
"27/03/2017";295;"8100"
"27/03/2017";321;"395240-57"
"27/03/2017";521;"523402-57"
"27/03/2017";546;"393766-10"
"27/03/2017";724;"13359"
"27/03/2017";964;"529906-10"
"27/03/2017";1008;"456346-10"
"27/03/2017";1014;"529906-2"
"27/03/2017";1021;"393178-57"
"27/03/2017";1100;"456346-57"
"27/03/2017";1190;"393466-2"
"27/03/2017";1198;"4571"
"27/03/2017";1379;"452900-10"
"27/03/2017";1421;"477700-57"
"27/03/2017";1558;"393178-10"
"27/03/2017";1680;"393766-2"
"27/03/2017";1701;"392430-10"
"27/03/2017";1703;"452900-57"
"27/03/2017";1707;"591326-15"
"27/03/2017";1712;"591326-2"
"27/03/2017";1999;"392430-57"
"27/03/2017";2106;"4565"
"27/03/2017";2172;"392466-15"
"27/03/2017";2182;"477702-10"
"27/03/2017";2328;"477700-10"
"27/03/2017";2820;"393782-10"
"27/03/2017";2885;"497122-2"
"27/03/2017";3013;"393782-9"
"27/03/2017";3112;"393782-57"
"27/03/2017";3246;"471996-58"
"27/03/2017";3397;"394024-2"
"27/03/2017";5615;"4567"
"27/03/2017";5941;"394154-57"
"27/03/2017";6357;"2437"
"27/03/2017";7232;"1113"
"27/03/2017";7593;"393210-2"
"27/03/2017";7642;"471996-10"
"27/03/2017";7914;"1802"
"27/03/2017";8488;"529908-10"
"27/03/2017";9195;"392902-57"
"27/03/2017";9686;"392902-15"
"27/03/2017";9847;"471998-10"
"27/03/2017";10332;"529908-2"
"27/03/2017";10500;"392926-2"
"27/03/2017";10822;"471998-2"
"27/03/2017";11377;"394008-57"
"27/03/2017";12176;"477702-2"
"27/03/2017";12491;"394166-2"
"27/03/2017";12635;"460206-10"
"27/03/2017";13467;"393322-10"
"27/03/2017";14001;"413522-10"
"27/03/2017";15741;"394024-15"
"27/03/2017";18049;"393342-15"
"27/03/2017";19787;"394166-88"
"27/03/2017";22508;"395228-57"
"27/03/2017";22643;"490612-15"
"27/03/2017";22883;"394008-10"
"27/03/2017";26842;"393188-2"
"27/03/2017";27540;"460206-57"
"27/03/2017";27981;"473098-15"
"27/03/2017";31201;"497124-15"
"27/03/2017";34913;"1801"
"27/03/2017";35480;"395228-10"
"27/03/2017";973433;"-"
"28/03/2017";8;"391854-57"
"28/03/2017";11;"393368-10"
"28/03/2017";13;"393368-57"
"28/03/2017";20;"523436-10"
"28/03/2017";20;"523438-2"
"28/03/2017";23;"523436-57"
"28/03/2017";26;"391854-10"
"28/03/2017";26;"391890-15"
"28/03/2017";44;"392892-10"
"28/03/2017";67;"523404-2"
"28/03/2017";71;"523402-10"
"28/03/2017";140;"395240-10"
"28/03/2017";145;"523402-57"
"28/03/2017";155;"395240-57"
"28/03/2017";171;"392880-10"
"28/03/2017";193;"393466-15"
"28/03/2017";256;"393766-10"
"28/03/2017";336;"8100"
"28/03/2017";480;"393466-2"
"28/03/2017";529;"13359"
"28/03/2017";574;"456346-10"
"28/03/2017";595;"393178-10"
"28/03/2017";612;"456346-57"
"28/03/2017";690;"497122-2"
"28/03/2017";732;"393178-57"
"28/03/2017";748;"529906-2"
"28/03/2017";940;"591326-15"
"28/03/2017";944;"591326-2"
"28/03/2017";975;"477700-57"
"28/03/2017";1035;"529906-10"
"28/03/2017";1086;"389606"
"28/03/2017";1110;"388228"
"28/03/2017";1189;"4571"
"28/03/2017";1351;"4565"
"28/03/2017";1439;"452900-57"
"28/03/2017";1443;"393766-2"
"28/03/2017";1444;"388229"
"28/03/2017";1456;"389607"
"28/03/2017";1531;"452900-10"
"28/03/2017";1778;"477702-10"
"28/03/2017";1889;"392430-10"
"28/03/2017";1894;"477700-10"
"28/03/2017";2057;"393782-57"
"28/03/2017";2239;"392430-57"
"28/03/2017";2348;"392466-15"
"28/03/2017";2748;"393782-10"
"28/03/2017";2904;"393782-9"
"28/03/2017";3136;"394024-2"
"28/03/2017";3266;"1802"
"28/03/2017";3713;"471996-58"
"28/03/2017";4655;"4567"
"28/03/2017";4745;"529908-10"
"28/03/2017";5988;"529908-2"
"28/03/2017";6045;"393210-2"
"28/03/2017";6377;"394154-57"
"28/03/2017";6838;"471996-10"
"28/03/2017";7169;"2437"
"28/03/2017";8168;"392902-57"
"28/03/2017";8770;"1113"
"28/03/2017";8948;"392902-15"
"28/03/2017";10532;"477702-2"
"28/03/2017";10540;"392926-2"
"28/03/2017";11183;"471998-10"
"28/03/2017";11445;"394008-57"
"28/03/2017";11852;"471998-2"
"28/03/2017";11854;"393322-10"
"28/03/2017";12013;"460206-10"
"28/03/2017";12825;"394166-2"
"28/03/2017";13596;"393188-2"
"28/03/2017";14487;"413522-10"
"28/03/2017";15475;"490612-15"
"28/03/2017";15564;"394024-15"
"28/03/2017";15822;"395228-57"
"28/03/2017";16929;"393342-15"
"28/03/2017";19961;"394166-88"
"28/03/2017";21724;"1801"
"28/03/2017";22777;"394008-10"
"28/03/2017";23419;"395228-10"
"28/03/2017";24279;"473098-15"
"28/03/2017";25615;"460206-57"
"28/03/2017";26802;"497124-15"
"28/03/2017";787593;"-"
